"cpmid","pub.id","proj","exper","field","plot","rep","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.start","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","institute","sub.period","file","treat","meas.tech","meas.tech.det","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","rep2","acid","meas.tech.orig","meas.tech2","crop.orig","app.method.orig","incorp.orig","man.source.orig","date.start","flag.int","soil.samp.z"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:5 PS-L.T:PS-L.R:1.R2:.T:2022-04-26 16:37:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","5 PS-L","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation",NA,NA,"2.36","77.13","2.13",1.12,NA,NA,NA,"7.66",2022-04-26 16:37:00,2022-05-02 10:22:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-04-26 16:37:29 UTC","2022-05-02 10:22:54 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:5 PS-L.T:PS-L.R:1.R2:.T:2022-04-26 16:37:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",33.6,NA,0.505,0.623,0.753,1.16,1.68,2.43,2.71,NA,3.04,3.04,NA,0.505,0.623,0.753,1.16,1.68,2.43,2.71,NA,3.04,3.04,NA,0.015,0.0185,0.0224,0.0344,0.0501,0.0723,0.0806,NA,0.0906,0.0906,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.8,9.63,7.25,7.7,7.42,8.92,8.52,8.5,8.5,NA,9.15,9.17,8.97,8.36,8.29,7.98,8.03,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,136,68.1,164,158,379,341,285,285,NA,0,0,0,0,0,0,0,0,0,NA,63.1,69.1,81.1,78.5,76.7,68.2,69.9,71.6,71.6,2850,2920,66,1.73,0.00493,0.166,1.73,25.1,1.73,138,2022-04-26 16:37:00,2022-05-02 08:38:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:6 PS.T:PS.R:2.R2:.T:2022-04-26 16:53:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","6 PS","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"slurry","None",NA,NA,"3.66","68.84","2.07",1.14,NA,NA,NA,"7.86",2022-04-26 16:53:00,2022-05-02 10:38:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS","Wind tunnel",NA,"2022-04-26 16:53:28 UTC","2022-05-02 10:38:54 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:6 PS.T:PS.R:2.R2:.T:2022-04-26 16:53:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",34.2,NA,1.41,1.83,2.37,3.37,4.64,6.16,6.67,NA,7.29,7.29,NA,1.41,1.83,2.37,3.37,4.64,6.16,6.67,NA,7.29,7.29,NA,0.0412,0.0534,0.0694,0.0985,0.136,0.18,0.195,NA,0.213,0.213,NA,0,0,0,0,0,0,0,NA,0,0,NA,10,9.1,6.95,7.75,7.39,8.92,8.53,8.48,8.48,NA,9.15,9.17,8.93,8.35,8.28,7.98,8.03,8.29,8.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,101,50.6,169,167,381,347,288,288,NA,0,0,0,0,0,0,0,0,0,NA,67.4,72,82.7,78.6,76.8,68.1,69.9,71.6,71.6,2920,2980,66,1.73,0.0106,0.363,1.73,25.1,1.73,138,2022-04-26 16:53:00,2022-05-02 08:54:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:8 PS-L.T:PS-L.R:2.R2:.T:2022-04-26 17:01:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","8 PS-L","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation",NA,NA,"2.36","77.13","2.13",1.12,NA,NA,NA,"7.66",2022-04-26 17:01:00,2022-05-02 10:46:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-04-26 17:01:29 UTC","2022-05-02 10:46:54 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:8 PS-L.T:PS-L.R:2.R2:.T:2022-04-26 17:01:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",33.6,NA,0.453,0.548,0.653,1.04,1.61,2.45,2.77,NA,3.18,3.18,NA,0.453,0.548,0.653,1.04,1.61,2.45,2.77,NA,3.18,3.18,NA,0.0135,0.0163,0.0194,0.0308,0.0479,0.0728,0.0823,NA,0.0946,0.0946,NA,0,0,0,0,0,0,0,NA,0,0,NA,10,9.1,6.95,7.88,7.44,9.44,8.96,8.79,8.79,NA,9.15,9.17,8.93,8.35,8.28,8.06,8.09,8.33,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,101,50.6,183,162,401,365,301,301,NA,0,0,0,0,0,0,0,0,0,NA,67.4,72,82.7,77.9,76.3,65.4,67.5,69.9,69.9,2990,3050,66,1.73,0.00418,0.14,1.73,25.1,1.73,138,2022-04-26 17:01:00,2022-05-02 09:02:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:9 PS-F.T:PS-F.R:3.R2:.T:2022-04-26 17:09:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","9 PS-F","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"solid","Mechanical separation",NA,NA,"21.84","92.58","2.89",1.28,NA,NA,NA,"8.18",2022-04-26 17:09:00,2022-05-02 10:54:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-F","Wind tunnel",NA,"2022-04-26 17:09:28 UTC","2022-05-02 10:54:54 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:9 PS-F.T:PS-F.R:3.R2:.T:2022-04-26 17:09:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",12.8,NA,1.51,1.69,1.88,2.14,2.3,2.49,2.52,NA,2.52,2.52,NA,1.51,1.69,1.88,2.14,2.3,2.49,2.52,NA,2.52,2.52,NA,0.118,0.132,0.147,0.167,0.18,0.195,0.197,NA,0.197,0.197,NA,0,0,0,0,0,0,0,NA,0,0,NA,10,8.9,6.85,7.81,7.45,9.46,8.96,8.78,8.78,NA,9.15,9.13,8.92,8.33,8.26,8.04,8.08,8.32,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,101,50.6,183,169,409,371,305,305,NA,0,0,0,0,0,0,0,0,0,NA,67.4,74.4,83.9,78.4,76.9,65.7,67.9,70.2,70.2,3050,3120,66,1.73,0.0465,0.595,1.73,25.1,1.73,138,2022-04-26 17:09:00,2022-05-02 09:10:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:10 PS-L.T:PS-L.R:2.R2:.T:2022-10-19 13:51:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","10 PS-L","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation",NA,NA,"2.06","59.81","1.51",0.59,NA,NA,NA,"7.88",2022-10-19 13:51:00,2022-10-25 05:46:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-10-19 13:51:04 UTC","2022-10-25 05:46:49 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:10 PS-L.T:PS-L.R:2.R2:.T:2022-10-19 13:51:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",17.7,NA,0.068,0.0873,0.129,0.271,0.483,0.628,0.698,NA,0.648,0.648,NA,0.068,0.0873,0.129,0.271,0.483,0.628,0.698,NA,0.648,0.648,NA,0.00384,0.00493,0.00727,0.0153,0.0273,0.0355,0.0395,NA,0.0366,0.0366,NA,0,0,0,0,0,0,0,NA,0,0,NA,12.3,11.2,7.77,6.27,7.56,8.5,9.32,10.2,10.2,NA,10.4,10.5,10.4,9.81,9.6,9.79,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,162,69.3,98.9,70.4,54,55.3,47.6,47.6,NA,0,0,0,0,0,0,0,0,0,NA,55.3,60.8,78.1,84.3,87.1,89.4,90.6,91.3,91.3,3120,3200,85,1.6,0.000921,0.0163,1.6,1.6,1.6,136,2022-10-19 13:51:00,2022-10-25 04:10:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:12 PS-F.T:PS-F.R:2.R2:.T:2022-10-19 14:07:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","12 PS-F","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"solid","Mechanical separation",NA,NA,"28.92","92.04","5.81",3.46,NA,NA,NA,"8.84",2022-10-19 14:07:00,2022-10-25 06:02:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-F","Wind tunnel",NA,"2022-10-19 14:07:04 UTC","2022-10-25 06:02:48 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:12 PS-F.T:PS-F.R:2.R2:.T:2022-10-19 14:07:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",34.6,NA,6.1,6.76,7.68,8.9,10.1,11,11.9,NA,13.1,13.1,NA,6.1,6.76,7.68,8.9,10.1,11,11.9,NA,13.1,13.1,NA,0.176,0.195,0.222,0.257,0.291,0.318,0.345,NA,0.379,0.379,NA,0,0,0,0,0,0,0,NA,0,0,NA,11.9,10.9,7.47,6.13,7.46,8.43,9.27,10.1,10.1,NA,10.5,10.6,10.4,9.79,9.59,9.78,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,122,52.3,89.7,61.7,48.5,51.6,44.3,44.3,NA,0,0,0,0,0,0,0,0,0,NA,57,61.9,78.9,84.6,87.5,89.7,90.8,91.4,91.4,3200,3290,85,1.6,0.0729,2.52,1.6,1.6,1.6,136,2022-10-19 14:07:00,2022-10-25 04:26:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:15 PS-L.T:PS-L.R:3.R2:.T:2022-10-19 14:15:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","15 PS-L","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation",NA,NA,"2.06","59.81","1.51",0.59,NA,NA,NA,"7.88",2022-10-19 14:15:00,2022-10-25 06:10:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-10-19 14:15:04 UTC","2022-10-25 06:10:48 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:15 PS-L.T:PS-L.R:3.R2:.T:2022-10-19 14:15:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",17.7,NA,0.162,0.185,0.225,0.377,0.486,0.476,0.38,NA,0.193,0.193,NA,0.162,0.185,0.225,0.377,0.486,0.476,0.38,NA,0.193,0.193,NA,0.00916,0.0104,0.0127,0.0213,0.0275,0.0269,0.0215,NA,0.0109,0.0109,NA,0,0,0,0,0,0,0,NA,0,0,NA,11.8,10.9,7.47,6.13,7.47,8.44,9.28,10.2,10.2,NA,10.5,10.6,10.4,9.79,9.59,9.79,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,122,52.3,89.7,61.1,47.1,48.6,42.8,42.8,NA,0,0,0,0,0,0,0,0,0,NA,57,61.9,78.9,84.6,87.5,89.7,90.7,91.4,91.4,3290,3370,85,1.6,0.00322,0.0569,1.6,1.6,1.6,136,2022-10-19 14:15:00,2022-10-25 04:34:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:16 PS-F.T:PS-F.R:3.R2:.T:2022-10-19 14:23:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","16 PS-F","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"solid","Mechanical separation",NA,NA,"28.92","92.04","5.81",3.46,NA,NA,NA,"8.84",2022-10-19 14:23:00,2022-10-25 06:18:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-F","Wind tunnel",NA,"2022-10-19 14:23:03 UTC","2022-10-25 06:18:47 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:16 PS-F.T:PS-F.R:3.R2:.T:2022-10-19 14:23:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",34.6,NA,6.36,7.03,8.05,9.42,10.9,12.2,13.6,NA,15.3,15.3,NA,6.36,7.03,8.05,9.42,10.9,12.2,13.6,NA,15.3,15.3,NA,0.184,0.203,0.233,0.272,0.314,0.352,0.393,NA,0.443,0.443,NA,0,0,0,0,0,0,0,NA,0,0,NA,11.9,10.2,7.14,6.14,7.48,8.46,9.29,10.2,10.2,NA,10.5,10.6,10.4,9.77,9.58,9.78,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,122,52.1,98.1,66.4,51.2,53.4,46.6,46.6,NA,0,0,0,0,0,0,0,0,0,NA,57,66.2,80.7,85.1,87.8,89.9,90.9,91.5,91.5,3370,3460,85,1.6,0.0796,2.75,1.6,1.6,1.6,136,2022-10-19 14:23:00,2022-10-25 04:42:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:18 PS.T:PS.R:3.R2:.T:2022-10-19 14:39:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","18 PS","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"slurry","None",NA,NA,"6.24","79.24","2.02",0.87,NA,NA,NA,"7.08",2022-10-19 14:39:00,2022-10-25 06:34:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS","Wind tunnel",NA,"2022-10-19 14:39:03 UTC","2022-10-25 06:34:47 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:18 PS.T:PS.R:3.R2:.T:2022-10-19 14:39:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",26.1,NA,1.35,1.76,2.6,3.95,5.74,7.27,8.97,NA,11.4,11.4,NA,1.35,1.76,2.6,3.95,5.74,7.27,8.97,NA,11.4,11.4,NA,0.0519,0.0673,0.0995,0.151,0.22,0.279,0.344,NA,0.435,0.435,NA,0,0,0,0,0,0,0,NA,0,0,NA,11.7,10.1,7.04,6.08,7.44,8.43,9.27,10.2,10.2,NA,10.5,10.6,10.4,9.76,9.58,9.78,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,83.8,35.9,91.7,61.9,48,51,43.9,43.9,NA,0,0,0,0,0,0,0,0,0,NA,57.7,66.7,80.9,85.2,87.9,90,91,91.6,91.6,3460,3540,85,1.6,0.0135,0.353,1.6,1.6,1.6,136,2022-10-19 14:39:00,2022-10-25 04:58:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:3 PS-L.T:PS-L.R:1.R2:.T:2022-10-19 13:11:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","3 PS-L","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation",NA,NA,"2.06","59.81","1.51",0.59,NA,NA,NA,"7.88",2022-10-19 13:11:00,2022-10-25 05:06:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-10-19 13:11:06 UTC","2022-10-25 05:06:49 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:3 PS-L.T:PS-L.R:1.R2:.T:2022-10-19 13:11:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",17.7,NA,0.089,0.109,0.121,0.199,0.301,0.22,0.0552,NA,-0.322,-0.322,NA,0.089,0.109,0.121,0.199,0.301,0.22,0.0552,NA,-0.322,-0.322,NA,0.00503,0.00618,0.00684,0.0113,0.017,0.0124,0.00312,NA,-0.0182,-0.0182,NA,0,0,0,0,0,0,0,NA,0,0,NA,12.2,11.9,8.27,6.24,7.55,8.47,9.28,10.2,10.2,NA,10.4,10.4,10.4,9.83,9.59,9.78,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,210,89.9,98.8,73.4,56.3,55.5,50.4,50.4,NA,0,0,0,0,0,0,0,0,0,NA,55.2,56.6,75.6,83.6,86.4,89,90.3,91.1,91.1,3540,3630,85,1.6,0.00119,0.0211,1.6,1.6,1.6,136,2022-10-19 13:11:00,2022-10-25 03:30:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
